,Unnamed: 0,P1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,P2,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,P3,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,P4,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,P5,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,P6,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
10, 22/12/2015 4:30:09 PM,0,123.3322,1,1,1,251.9226,8.310242,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.6263,1,1,1,1,1,1,0,169.2387,0,133.7734,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
11, 22/12/2015 4:30:10 PM,0,123.7247,1,1,1,251.9226,8.30896,312.8685,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.426,1,1,1,1,1,1,0,169.2387,0,133.3889,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
12, 22/12/2015 4:30:11 PM,0,124.2742,1,1,1,251.9226,8.30896,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.3459,1,1,1,1,1,1,0,169.2387,0,133.0813,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
13, 22/12/2015 4:30:12 PM,0,124.4705,1,1,1,251.9226,8.30896,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.1056,1,1,1,1,1,1,0,169.2387,0,132.8121,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
14, 22/12/2015 4:30:13 PM,0,124.863,1,1,1,251.9226,8.30896,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.1457,1,1,1,1,1,1,0,169.2387,0,132.5814,1,1,1,1,1,7.443476,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
15, 22/12/2015 4:30:14 PM,0,125.0593,1,1,1,251.9226,8.30896,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9454,1,1,1,1,1,1,0,169.2387,0,132.7737,1,1,1,1,1,7.443476,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
16, 22/12/2015 4:30:15 PM,0,124.5883,1,1,1,251.9226,8.30896,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.8252,1,1,1,1,1,1,0,169.2387,0,132.6967,1,1,1,1,1,7.443476,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
17, 22/12/2015 4:30:16 PM,0,124.392,1,1,1,251.9226,8.30896,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.5449,1,1,1,1,1,1,0,169.2387,0,132.8506,1,1,1,1,1,7.443476,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
18, 22/12/2015 4:30:17 PM,0,124.392,1,1,1,251.9226,8.30896,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.3846,1,1,1,1,1,1,0,169.2387,0,132.889,1,1,1,1,1,7.443476,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
19, 22/12/2015 4:30:18 PM,0,124.1957,1,1,1,251.9226,8.30896,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.4247,1,1,1,1,1,1,0,169.2387,0,133.0813,1,1,1,1,1,7.444117,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
20, 22/12/2015 4:30:19 PM,0,124.1172,1,1,1,251.9226,8.30896,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.2244,1,1,1,1,1,1,0,169.2387,0,133.0813,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
21, 22/12/2015 4:30:20 PM,0,124.1565,1,1,1,251.9226,8.30896,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.3446,1,1,1,1,1,1,0,169.2387,0,133.5811,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
22, 22/12/2015 4:30:21 PM,0,124.3135,1,1,1,251.9226,8.30896,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.1043,1,1,1,1,1,1,0,169.2387,0,133.4273,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
23, 22/12/2015 4:30:22 PM,0,124.1565,1,1,1,251.9226,8.30896,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.5449,1,1,1,1,1,1,0,169.2387,0,133.7349,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
24, 22/12/2015 4:30:23 PM,0,124.078,1,1,1,251.9226,8.309921,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.3446,1,1,1,1,1,1,0,169.2387,0,133.6196,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
25, 22/12/2015 4:30:24 PM,0,124.078,1,1,1,251.9226,8.309921,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.3446,1,1,1,1,1,1,0,169.2387,0,133.6196,1,1,1,1,1,7.44636,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
26, 22/12/2015 4:30:25 PM,0,124.078,1,1,1,251.9226,8.311844,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.5849,1,1,1,1,1,1,0,169.2387,0,133.5427,1,1,1,1,1,7.445399,175.3909,260.7024,123.5452,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
27, 22/12/2015 4:30:26 PM,0,123.7247,1,1,1,251.9226,8.311844,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.5449,1,1,1,1,1,1,0,169.2387,0,133.658,1,1,1,1,1,7.444758,175.3909,260.7024,123.5452,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
28, 22/12/2015 4:30:27 PM,0,123.6854,1,1,1,251.9226,8.311844,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.5849,1,1,1,1,1,1,0,169.2387,0,133.658,1,1,1,1,1,7.444758,175.3909,260.7024,123.5452,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
29, 22/12/2015 4:30:28 PM,0,123.5677,1,1,1,251.9226,8.313766,312.7916,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.7051,1,1,1,1,1,1,0,169.2387,0,133.658,1,1,1,1,1,7.444758,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
30, 22/12/2015 4:30:29 PM,0,123.2144,1,1,1,251.9226,8.313766,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.8252,1,1,1,1,1,1,0,169.2387,0,133.5811,1,1,1,1,1,7.444758,175.3909,260.7024,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
31, 22/12/2015 4:30:30 PM,0,123.3714,1,1,1,251.9226,8.313766,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.4247,1,1,1,1,1,1,0,169.2387,0,133.4658,1,1,1,1,1,7.444758,175.3909,260.7024,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,9.100231,0,3.3485,0.0002563035,1,1,1,Normal
32, 22/12/2015 4:30:31 PM,0,123.1752,1,1,1,251.9226,8.313766,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.8252,1,1,1,1,1,1,0,169.2387,0,133.4273,1,1,1,1,1,7.444758,175.3909,260.7024,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,9.020123,0,3.3485,0.0002563035,1,1,1,Normal
33, 22/12/2015 4:30:32 PM,0,123.5284,1,1,1,251.9226,8.313766,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9454,1,1,1,1,1,1,0,169.2387,0,133.4273,1,1,1,1,1,7.444758,175.3909,260.7024,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,9.020123,0,3.3485,0.0002563035,1,1,1,Normal
34, 22/12/2015 4:30:33 PM,0,123.7639,1,1,1,251.9226,8.313766,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.0255,1,1,1,1,1,1,0,169.2899,0,133.3889,1,1,1,1,1,7.444758,175.3909,260.7024,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,9.020123,0,3.3485,0.0002563035,1,1,1,Normal
35, 22/12/2015 4:30:34 PM,0,123.9995,1,1,1,251.9226,8.313766,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.1857,1,1,1,1,1,1,0,169.4437,0,133.3889,1,1,1,1,1,7.444758,175.3909,260.7024,123.4299,0.001538067,0.001408992,0.001664373,0,1,1,9.020123,0,3.3485,0.0002563035,1,1,1,Normal
36, 22/12/2015 4:30:35 PM,0,124.1957,1,1,1,251.9226,8.313766,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.0255,1,1,1,1,1,1,0,169.4437,0,133.1966,1,1,1,1,1,7.444758,175.3909,260.7024,123.3914,0.001538067,0.001408992,0.001664373,0,1,1,9.020123,0,3.3485,0.0002563035,1,1,1,Normal
37, 22/12/2015 4:30:36 PM,0,124.078,1,1,1,251.9226,8.313766,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.8252,1,1,1,1,1,1,0,169.4437,0,133.1966,1,1,1,1,1,7.444758,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.020123,0,3.3485,0.0002563035,1,1,1,Normal
38, 22/12/2015 4:30:37 PM,0,123.9995,1,1,1,251.9226,8.309921,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9053,1,1,1,1,1,1,0,169.2643,0,133.0428,1,1,1,1,1,7.444758,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.020123,0,3.3485,0.0002563035,1,1,1,Normal
39, 22/12/2015 4:30:38 PM,0,124.1565,1,1,1,251.9226,8.309921,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.625,1,1,1,1,1,1,0,169.2643,0,133.3889,1,1,1,1,1,7.444758,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
40, 22/12/2015 4:30:39 PM,0,124.7453,1,1,1,251.9226,8.309921,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9053,1,1,1,1,1,1,0,169.2643,0,133.3889,1,1,1,1,1,7.444758,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
41, 22/12/2015 4:30:40 PM,0,124.9415,1,1,1,251.9226,8.309921,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9053,1,1,1,1,1,1,0,169.2643,0,133.4658,1,1,1,1,1,7.444758,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
42, 22/12/2015 4:30:41 PM,0,125.1378,1,1,1,251.9226,8.309921,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9053,1,1,1,1,1,1,0,169.2643,0,133.3504,1,1,1,1,1,7.444758,175.3909,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
43, 22/12/2015 4:30:42 PM,0,125.4518,1,1,1,251.9226,8.309921,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.7852,1,1,1,1,1,1,0,169.2643,0,133.0813,1,1,1,1,1,7.444758,175.3909,260.7024,123.353,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
44, 22/12/2015 4:30:43 PM,0,125.5303,1,1,1,251.9226,8.309921,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9855,1,1,1,1,1,1,0,169.2643,0,132.889,1,1,1,1,1,7.444758,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
45, 22/12/2015 4:30:44 PM,0,125.2556,1,1,1,251.9226,8.307037,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9855,1,1,1,1,1,1,0,169.2643,0,132.6198,1,1,1,1,1,7.444117,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
46, 22/12/2015 4:30:45 PM,0,125.0985,1,1,1,251.9226,8.307037,312.9198,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9855,1,1,1,1,1,1,0,169.2643,0,132.3891,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
47, 22/12/2015 4:30:46 PM,0,124.5883,1,1,1,251.9226,8.307037,313.0479,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9053,1,1,1,1,1,1,0,169.2643,0,132.2353,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
48, 22/12/2015 4:30:47 PM,0,124.2742,1,1,1,251.9226,8.307037,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9053,1,1,1,1,1,1,0,169.2643,0,131.8508,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
49, 22/12/2015 4:30:48 PM,0,124.1957,1,1,1,251.9226,8.307037,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9454,1,1,1,1,1,1,0,169.2643,0,131.6201,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
50, 22/12/2015 4:30:49 PM,0,124.1172,1,1,1,251.9226,8.307037,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9454,1,1,1,1,1,1,0,169.4181,0,131.4663,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
51, 22/12/2015 4:30:50 PM,0,124.1957,1,1,1,251.9226,8.305115,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.2258,1,1,1,1,1,1,0,169.4181,0,131.4663,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
52, 22/12/2015 4:30:51 PM,0,124.392,1,1,1,251.9226,8.305115,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.1857,1,1,1,1,1,1,0,169.4181,0,131.5047,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
53, 22/12/2015 4:30:52 PM,0,124.6668,1,1,1,251.9226,8.305115,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.2258,1,1,1,1,1,1,0,169.4181,0,131.4278,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
54, 22/12/2015 4:30:53 PM,0,124.1957,1,1,1,251.9226,8.305115,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.3059,1,1,1,1,1,1,0,169.4181,0,131.5432,1,1,1,1,1,7.443476,175.3909,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
55, 22/12/2015 4:30:54 PM,0,124.1565,1,1,1,251.9226,8.305115,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.1056,1,1,1,1,1,1,0,169.4181,0,131.8508,1,1,1,1,1,7.443476,175.4166,260.7024,123.5068,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
56, 22/12/2015 4:30:55 PM,0,123.5677,1,1,1,251.9226,8.305115,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.3059,1,1,1,1,1,1,0,169.4181,0,132.12,1,1,1,1,1,7.443476,175.5704,260.7024,123.353,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
57, 22/12/2015 4:30:56 PM,0,123.7247,1,1,1,251.9226,8.307037,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.0255,1,1,1,1,1,1,0,169.4181,0,132.4276,1,1,1,1,1,7.443476,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
58, 22/12/2015 4:30:57 PM,0,123.5284,1,1,1,251.9226,8.307037,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.1457,1,1,1,1,1,1,0,169.4181,0,132.5814,1,1,1,1,1,7.443476,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
59, 22/12/2015 4:30:58 PM,0,123.2144,1,1,1,251.9226,8.307037,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.3459,1,1,1,1,1,1,0,169.4181,0,132.6198,1,1,1,1,1,7.443476,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
60, 22/12/2015 4:30:59 PM,0,123.3714,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.1056,1,1,1,1,1,1,0,169.4181,0,132.8121,1,1,1,1,1,7.443476,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
61, 22/12/2015 4:31:00 PM,0,123.5284,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9855,1,1,1,1,1,1,0,169.4181,0,132.9659,1,1,1,1,1,7.443476,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
62, 22/12/2015 4:31:01 PM,0,123.9995,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,138.0255,1,1,1,1,1,1,0,169.4181,0,132.8506,1,1,1,1,1,7.443476,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
63, 22/12/2015 4:31:02 PM,0,124.1565,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9454,1,1,1,1,1,1,0,169.4181,0,133.1966,1,1,1,1,1,7.443476,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
64, 22/12/2015 4:31:03 PM,0,124.1565,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.9053,1,1,1,1,1,1,0,169.5463,0,133.0813,1,1,1,1,1,7.445399,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
65, 22/12/2015 4:31:04 PM,0,124.4705,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.7051,1,1,1,1,1,1,0,169.5463,0,133.2351,1,1,1,1,1,7.445399,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
66, 22/12/2015 4:31:05 PM,0,124.5098,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.5849,1,1,1,1,1,1,0,169.5463,0,133.3889,1,1,1,1,1,7.445399,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
67, 22/12/2015 4:31:06 PM,0,124.3527,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.4247,1,1,1,1,1,1,0,169.5463,0,133.4273,1,1,1,1,1,7.445399,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
68, 22/12/2015 4:31:07 PM,0,124.3527,1,1,1,251.9226,8.310242,313.1761,0,1,1,1,1,1,1,1,2.560983,0.0002562214,137.7852,1,1,1,1,1,1,0,169.5463,0,133.3504,1,1,1,1,1,7.445399,175.5704,260.7024,123.3145,0.001538067,0.001408992,0.001664373,0,1,1,9.068188,0,3.3485,0.0002563035,1,1,1,Normal
